matricula_ou_siape,data_emprestimo,tipo_vinculo_usuario,curso
20180041491,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180121260,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20150112411,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2014087760,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20170049674,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20151029356,2020,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20180114785,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20191020981,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20191021755,2020,ALUNO DE PÓS-GRADUAÇÃO,BIOLOGIA PARASITÁRIA
2016009619,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20170089034,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20190015904,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20160141050,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
2016064960,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20181033055,2020,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
2014060283,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20181004993,2020,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20170045479,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20160142192,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20170114164,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20170040454,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20190058376,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20181026337,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20180150979,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20191000254,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
2016060587,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20190137827,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
2016092464,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20161016511,2020,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
2015064385,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20170080979,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20170146542,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20190077273,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20170079870,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20180114702,2020,ALUNO DE GRADUAÇÃO,DIREITO
20191017144,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20170136850,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20190149695,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20190022856,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20191001690,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20181023095,2020,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20180079354,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20180028195,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20190002989,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180123069,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20180022656,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20190149292,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20170147951,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20190054279,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20190057898,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20191007630,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20171006958,2020,ALUNO DE PÓS-GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20190005505,2020,ALUNO DE GRADUAÇÃO,DIREITO
20170013671,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180076951,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
2014089620,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
2016076881,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20191002660,2020,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20180016336,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20170140914,2020,ALUNO DE GRADUAÇÃO,DIREITO
20180018377,2020,ALUNO DE GRADUAÇÃO,DIREITO
20170005132,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20191018660,2020,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
2016077323,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20190093947,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20160158595,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20170096093,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20155134654,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
2014077342,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20181019127,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20161014689,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20170012398,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180138562,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20190000788,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20160134815,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
2016053635,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20190062735,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
2015028413,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20190023737,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20170183199,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20170038616,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20160140296,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20191010546,2020,ALUNO DE PÓS-GRADUAÇÃO,EDUCAÇÃO
20190129549,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20180079096,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180145370,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20180010216,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20180027732,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
2016029077,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180006222,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20191017707,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20181019323,2020,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20170025879,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20190135887,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20181006568,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20171004659,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20171014225,2020,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20180020992,2020,ALUNO DE GRADUAÇÃO,DIREITO
20161010699,2020,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
2015098599,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20181023424,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20190092725,2020,ALUNO DE GRADUAÇÃO,DIREITO
20170120081,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20200000035,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180075097,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20191002016,2020,ALUNO DE PÓS-GRADUAÇÃO,EDUCAÇÃO
20170135422,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20190037311,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20190037213,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20190006048,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20170014258,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20181006503,2020,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
2016063909,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20181006675,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180138099,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
2016069742,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20182053910,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20190010327,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20170101273,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180078230,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20191026573,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20180081370,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20194000383,2020,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
2014092044,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
2015086382,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20180154440,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20201000030,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20190009157,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2016069045,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20194000795,2020,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20190025016,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20180007865,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20190153670,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20182016649,2020,ALUNO DE PÓS-GRADUAÇÃO,EDUCAÇÃO
20191019695,2020,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20184000325,2020,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20181021573,2020,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
2015088645,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
2016032410,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20181016887,2020,ALUNO DE PÓS-GRADUAÇÃO,EDUCAÇÃO
20191017091,2020,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20150147220,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20181004788,2020,ALUNO DE PÓS-GRADUAÇÃO,BIOLOGIA PARASITÁRIA
2016084560,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
2012938854,2020,ALUNO DE GRADUAÇÃO,DIREITO
20210039777,2020,ALUNO DE GRADUAÇÃO,DIREITO
20170063430,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20190041314,2020,ALUNO DE GRADUAÇÃO,DIREITO
20160150247,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20190055196,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20182048197,2020,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20191028353,2020,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20171006706,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20182010743,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20180099965,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20181013197,2020,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180096300,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20170034377,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
2015105595,2020,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20191000110,2020,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20191030914,2020,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20182016620,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20170020578,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20190060276,2020,ALUNO DE GRADUAÇÃO,DIREITO
20190058438,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20170071334,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20160142405,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20161035482,2020,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180141254,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20191030979,2020,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2014200437,2020,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20190070272,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20201005448,2020,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20180140838,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180075257,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20171012285,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20190150050,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20191008350,2020,ALUNO DE PÓS-GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20160135071,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20181032693,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
2016082047,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20150101285,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20190128247,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20190153070,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20170074111,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
2015078228,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20170105737,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20190150711,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20191023419,2020,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20170064394,2020,ALUNO DE GRADUAÇÃO,DIREITO
20180059039,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20191010653,2020,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20170106396,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20190032075,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20170025814,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2016076620,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20170046814,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
2016090209,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20191004280,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
2016038700,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20170153091,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20191021746,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20190153811,2020,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20181026865,2020,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
2015002300,2020,ALUNO DE GRADUAÇÃO,DIREITO
20151013697,2020,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20182025183,2020,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20170005876,2020,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180032877,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20150108455,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20180138393,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20180099722,2020,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20180117061,2020,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
2016092947,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20150127924,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20170094179,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20160149148,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20160156400,2020,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20160119944,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20180040411,2020,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180150389,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20181023783,2020,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
2016074680,2020,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20180127907,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20190002147,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20180141405,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20180019973,2020,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20180103861,2020,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20191020613,2020,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2016028599,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20190059758,2020,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20182016630,2020,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
