matricula_ou_siape,data_emprestimo,tipo_vinculo_usuario,curso
20180132738,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
2014086216,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20171010665,2019,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20160153679,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20170084815,2019,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20180088676,2019,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20170127485,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20182050776,2019,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
2014023889,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
2014076499,2019,ALUNO DE GRADUAÇÃO,DIREITO
20184000657,2019,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
2014065969,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20170142347,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
2014030239,2019,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
2013077259,2019,ALUNO DE GRADUAÇÃO,DIREITO
20181007510,2019,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20170012530,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
2013055681,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20181019314,2019,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2014085694,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20181014149,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20180062615,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20180005216,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20170084771,2019,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20181000798,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180045697,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20150109819,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20170170118,2019,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20180098350,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20172007833,2019,ALUNO DE PÓS-GRADUAÇÃO,EDUCAÇÃO
20160000464,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20170114923,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20171025550,2019,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20181019673,2019,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20172008311,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20170142285,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20181019969,2019,ALUNO DE PÓS-GRADUAÇÃO,EDUCAÇÃO
2016074500,2019,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20180012794,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20170086711,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20191016951,2019,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20161025806,2019,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20181011488,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
2013128278,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180149584,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20174000205,2019,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20160150247,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20182008665,2019,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20160117903,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20181023694,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
2013071255,2019,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
2015086883,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20151013070,2019,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20170142795,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20160153481,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20181023980,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
2014090676,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20171004757,2019,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20150101329,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
2014097917,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
2012952530,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
2015052160,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
2014088954,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20180044359,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
2014087170,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20181019397,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20170054351,2019,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20160146914,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20171000847,2019,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20180083491,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20170017877,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20170070337,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20160110063,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20160156581,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20180088498,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20181024360,2019,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180019070,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20170091293,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20171004130,2019,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20180064333,2019,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20181004330,2019,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20171005020,2019,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
2016039565,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20160136140,2019,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20180016757,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180141049,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20171029390,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20171021687,2019,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
2015054084,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
2015045782,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20160100915,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
2016086420,2019,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20191018704,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOLOGIA PARASITÁRIA
2013222073,2019,ALUNO DE PÓS-GRADUAÇÃO,EDUCAÇÃO
20191000728,2019,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20170071890,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20160157426,2019,ALUNO DE GRADUAÇÃO,DIREITO
20170052339,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
2016083920,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20181019154,2019,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20181020066,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20170133212,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
2015061104,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20170183170,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20180157595,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20180076236,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20180115568,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20180145146,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20181007761,2019,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20150110990,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20180140005,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
2014046678,2019,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20181021920,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOLOGIA PARASITÁRIA
2013076019,2019,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20171023449,2019,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20170063056,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20161031877,2019,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20150131130,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
2015094455,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20181019065,2019,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
2015046369,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20180090790,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20161024148,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20171009403,2019,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20180055011,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20170005876,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2016036840,2019,ALUNO DE GRADUAÇÃO,DIREITO
20181000519,2019,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180008218,2019,ALUNO DE GRADUAÇÃO,DIREITO
20180138615,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
2015039248,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20181010337,2019,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20171026469,2019,ALUNO DE PÓS-GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20160156732,2019,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20181025797,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
2014032977,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180094092,2019,ALUNO DE GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20180040411,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20170182997,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180068833,2019,ALUNO DE GRADUAÇÃO,ANTROPOLOGIA SOCIAL
20160119087,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20171001307,2019,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180028758,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
2014030758,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
20180010252,2019,ALUNO DE GRADUAÇÃO,EDUCAÇÃO
2015036200,2019,ALUNO DE GRADUAÇÃO,BIOLOGIA PARASITÁRIA
20150141899,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180030710,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20170136985,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180145173,2019,ALUNO DE GRADUAÇÃO,GESTÃO PÚBLICA
20171005979,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180157559,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180131703,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20181018344,2019,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
2016053626,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2015105998,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20151018620,2019,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20180149860,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
2016090209,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20171025372,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180117061,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
2016004087,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20181032826,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
20180036750,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20171029700,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO PÚBLICA
2010025342,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
20180151107,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20180021292,2019,ALUNO DE GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
2012958973,2019,ALUNO DE GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20181005088,2019,ALUNO DE PÓS-GRADUAÇÃO,NANOTECNOLOGIA FARMACÊUTICA
20161011328,2019,ALUNO DE PÓS-GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
2016064782,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20171022147,2019,ALUNO DE PÓS-GRADUAÇÃO,DIREITO
20181023783,2019,ALUNO DE PÓS-GRADUAÇÃO,MATEMÁTICA APLICADA E ESTATÍSTICA
20170084575,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20171013827,2019,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20171018126,2019,ALUNO DE PÓS-GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20150124092,2019,ALUNO DE GRADUAÇÃO,CIÊNCIAS CLIMÁTICAS
20181012224,2019,ALUNO DE PÓS-GRADUAÇÃO,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS
2015096932,2019,ALUNO DE GRADUAÇÃO,GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
20180091958,2019,ALUNO DE GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
20181021671,2019,ALUNO DE PÓS-GRADUAÇÃO,BIOECOLOGIA AQUÁTICA
